Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,=,79,mg/kg,mortality,systemic
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,=,91,mg/kg,mortality,systemic
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,5,LC50,=,10,mg/kg bw/day,mortality,systemic
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,5,LC50,=,17,mg/kg bw/day,mortality,systemic
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,14,LC10,=,0.64,mg/kg bw/day,mortality,systemic
Carbofuran,EFSA,2009,1187,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,14,LC50,=,1.6,mg/kg bw/day,mortality,systemic
Carbofuran,EFSA,2009,1187,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,=,0.0357,µg/piece,mortality,
Carbofuran,EFSA,2009,1187,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,50,mg/kg,mortality,
Carbofuran,EFSA,2009,1187,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,28,NOEC,=,0.21,mg/kg,not reported,
Carbofuran,EFSA,2009,1187,Ecotox (soil compartment),chronic/long term toxicity,Hypoaspis aculeifer,Not reported,28,NOEC,=,10.4,mg/kg,not reported,
Carbofuran,EFSA,2009,1187,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,<,0.84,mg/kg,not reported,
Carbofuran,EFSA,2009,1187,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,=,0.18,mg/L,mortality,
Carbofuran,EFSA,2009,1187,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.0094,mg/L,mortality,
Carbofuran,EFSA,2009,1187,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,6.5,mg/L,biomass,
Carbofuran,EFSA,2009,1187,Ecotox (water compartment),chronic/long term toxicity,Ceriodaphnia dubia,Not reported,7,NOEC,=,0.00016,mg/L,reproduction,
Carbofuran,EFSA,2009,1187,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,0.0032,mg/L,not reported,
Carbofuran,EFSA,2009,1187,Human health,acute toxicity,Rat,Not reported,,LOAEL,=,0.03,mg/kg bw,clinical chemistry,neurotoxicity
Carbofuran,EFSA,2009,1187,Human health,acute toxicity,Rat,Not reported,,NOAEL,=,0.03,mg/kg bw/day,clinical chemistry,neurotoxicity
Carbofuran formulation (Furadan 5G),EFSA,2006,1098,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,>,1000,mg/kg,not reported,
Carbofuran formulation (Furadan 5G),EFSA,2006,1098,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,<,16.8,mg/kg,reproduction,
Carbosulfan,EFSA,2006,1099,Animal (non-target species) health,acute toxicity,Bird,oral: unspecified,,LD50,=,10,mg/kg bw,mortality,systemic
Carbosulfan,EFSA,2006,1099,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,NOEL,=,2.51,mg/kg bw,mortality,systemic
Carbosulfan,EFSA,2006,1099,Animal (non-target species) health,acute toxicity,Rabbit,oral: unspecified,,LD50,=,42.7,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2006,1099,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEL,=,2.5,mg/kg bw/day,not reported,not reported
Carbosulfan,EFSA,2006,1099,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,=,3.99,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2006,1099,Ecotox (soil compartment),acute toxicity,Aphidius rhopalosiphi,Not reported,2,dose level,=,120,g/ha,mortality,
Carbosulfan,EFSA,2006,1099,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,=,0.18,µg/piece,mortality,
Carbosulfan,EFSA,2006,1099,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,=,0.015,mg/L,mortality,
Carbosulfan,EFSA,2006,1099,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.0015,mg/L,mortality,
Carbosulfan,EFSA,2006,1099,Ecotox (water compartment),acute toxicity,Scenedesmus subspicatus,Not reported,4,EC50,>,20,mg/L,biomass,
Carbosulfan,EFSA,2006,1099,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.0032,mg/L,reproduction,
Carbosulfan,EFSA,2006,1099,Human health,chronic/long term toxicity,Rat,Not reported,728,NOAEL,=,1,mg/kg bw/day,neurology,neurotoxicity
Carbosulfan,EFSA,2006,1099,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,2,mg/kg bw/day,clinical chemistry,neurotoxicity
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,8,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,82,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Common pheasant,oral: unspecified,,LD50,=,4,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Common pheasant,oral: unspecified,,LD50,=,6.2,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Common pheasant,oral: unspecified,,LD50,=,20,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Japanese quail,oral: unspecified,,LD50,=,3.5,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Japanese quail,oral: unspecified,,LD50,=,4.9,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,=,0.71,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,=,0.76,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,=,0.86,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,=,10,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Rabbit,oral: unspecified,,LD50,=,42.7,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,<,5.6,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,chronic/long term toxicity,Rat,Not reported,,NOAEL,=,0.1,mg/kg bw/day,not reported,not reported
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEL,=,10.8,mg/kg bw/day,not reported,not reported
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEL,=,2.5,mg/kg bw/day,not reported,not reported
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,1.2,mg/kg bw/day,reproduction,reproductive
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,=,239,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,5,LC50,=,114,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,7,LC50,=,20.8,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,14,LC50,=,15.8,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Common pheasant,oral: feed,,LC50,=,567,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,=,3.99,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,5,LC50,=,10,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,5,LC50,=,17,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,14,LC10,=,0.64,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,14,LC50,=,1.6,mg/kg bw/day,mortality,systemic
Carbosulfan,EFSA,2009,1199,Ecotox (soil compartment),acute toxicity,Aphidius rhopalosiphi,Not reported,2,dose level,=,120,g/ha,mortality,
Carbosulfan,EFSA,2009,1199,Ecotox (soil compartment),acute toxicity,Cucumber,Not reported,21,dose level,=,1500,g/ha,biomass,
Carbosulfan,EFSA,2009,1199,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,=,0.18,µg/piece,mortality,
Carbosulfan,EFSA,2009,1199,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,28,NOEC,=,0.3,mg/kg,not reported,
Carbosulfan,EFSA,2009,1199,Ecotox (soil compartment),chronic/long term toxicity,Hypoaspis aculeifer,Not reported,16,NOEC,=,20,mg/kg,reproduction,
Carbosulfan,EFSA,2009,1199,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,=,0.015,mg/L,mortality,
Carbosulfan,EFSA,2009,1199,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.0015,mg/L,mortality,
Carbosulfan,EFSA,2009,1199,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,4,EC50,>,20,mg/L,biomass,
Carbosulfan,EFSA,2009,1199,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.0032,mg/L,reproduction,
Carbosulfan,EFSA,2009,1199,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,14,NOEC,=,0.004,mg/L,growth,
Carbosulfan,EFSA,2009,1199,Human health,acute toxicity,Rat,Not reported,,NOAEL,=,0.5,mg/kg bw/day,clinical chemistry,neurotoxicity
Carbosulfan formulation (Marshal 25CS),EFSA,2009,1199,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,<=,16,mg/kg bw/day,mortality,systemic
Carboxin,EFSA,2010,1252,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2150,mg/kg bw/day,mortality,systemic
Carboxin,EFSA,2010,1252,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,2588,mg/kg bw/day,mortality,systemic
Carboxin,EFSA,2010,1252,Animal (non-target species) health,chronic/long term toxicity,Rat,Not reported,,NOEL,=,20,mg/kg bw/day,reproduction,reproductive
Carboxin,EFSA,2010,1252,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,83,mg/kg bw/day,not reported,not reported
Carboxin,EFSA,2010,1252,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,985,mg/kg bw/day,mortality,systemic
Carboxin,EFSA,2010,1252,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,100,µg/piece,mortality,
Carboxin,EFSA,2010,1252,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,500,mg/kg,mortality,
Carboxin,EFSA,2010,1252,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,100,mg/kg,not reported,
Carboxin,EFSA,2010,1252,Ecotox (soil compartment),not reported,Poecilus cupreus,Not reported,,dose level,=,776,mg/kg,morphology,
Carboxin,EFSA,2010,1252,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,57,mg/L,mortality,
Carboxin,EFSA,2010,1252,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.48,mg/L,growth,
Carboxin,EFSA,2010,1252,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,2.3,mg/L,mortality,
Carboxin,EFSA,2010,1252,Ecotox (water compartment),chronic/long term toxicity,Common carp,Not reported,21,NOEC,=,0.32,mg/L,growth,
Carboxin,EFSA,2010,1252,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,17,NOEC,=,0.32,mg/L,reproduction,
Carboxin,EFSA,2010,1252,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,0.82,mg/kg bw/day,histopathology non neoplastic,nephrotoxicity
Carboxin,EFSA,2010,1252,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,5.5,mg/kg bw/day,histopathology non neoplastic,nephrotoxicity
Carfentrazone,EFSA,2016,2866,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,>,1000,mg/kg,mortality,
Carfentrazone,EFSA,2016,2866,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,99.2,mg/L,mortality,
Carfentrazone,EFSA,2016,2866,Ecotox (water compartment),chronic/long term toxicity,Common duckweed,Not reported,7,EC50,=,0.43,mg/L,frond number,
Carfentrazone,EFSA,2016,2866,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,3,mg/kg bw/day,haematology,hemopoietic
Carfentrazone-ethyl,EFSA,2016,2866,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
Carfentrazone-ethyl,EFSA,2016,2866,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,>,5143,mg/kg bw/day,mortality,systemic
Carfentrazone-ethyl,EFSA,2016,2866,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw,mortality,systemic
Carfentrazone-ethyl,EFSA,2016,2866,Animal (non-target species) health,chronic/long term toxicity,Bobwhite quail,Not reported,,NOEC,=,94,mg/kg bw/day,not reported,not reported
Carfentrazone-ethyl,EFSA,2016,2866,Animal (non-target species) health,chronic/long term toxicity,Rabbit,Not reported,,NOAEL,=,40,mg/kg bw/day,other,developmental
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,81,µg/piece,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,>,81,µg/piece,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,>,410,mg/kg,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,EC10,=,0.101,mg/kg,reproduction,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,NOEC,=,0.975,mg/kg,reproduction,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,=,8,mg/kg,reproduction,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),not reported,Aphidius rhopalosiphi,Not reported,,LR50,=,23.54,g/ha,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),not reported,Tomato,Not reported,,ER50,=,0.713,g/ha,biomass,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (soil compartment),not reported,Typhlodromus pyri,Not reported,14,ER50,>,117,g/ha,reproduction,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,9.8,mg/L,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,1.6,mg/L,mortality,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (water compartment),chronic/long term toxicity,Bluegill,Not reported,,NOEC,=,0.0187,mg/L,other,
Carfentrazone-ethyl,EFSA,2016,2866,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.22,mg/L,reproduction,
Carfentrazone-ethyl,EFSA,2016,2866,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,3,mg/kg bw/day,haematology,hemopoietic
Carfentrazone-ethyl,EFSA,2016,2866,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,58,mg/kg bw/day,haematology,hemopoietic
Caribbean ciguatoxin 1,EFSA CONTAM,2010,133,Human health,acute toxicity,Mouse,intraperitoneal,,TEF,=,0.1,dimensionless,mortality,systemic
Caribbean ciguatoxin 2,EFSA CONTAM,2010,133,Human health,acute toxicity,Mouse,intraperitoneal,,TEF,=,0.3,dimensionless,mortality,systemic
Carmoisine,EFSA FEEDAP,2012,150,Human health,chronic/long term toxicity,Mouse,Not reported,,NOAEL,=,375,mg/kg bw/day,haematology,hemopoietic
Carmoisine,EFSA FEEDAP,2012,150,Human health,chronic/long term toxicity,Rat,Not reported,,NOAEL,=,400,mg/kg bw/day,body weight,systemic
Carnauba wax,EFSA ANS,2012,496,Human health,chronic/long term toxicity,Dog,oral: feed,196,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
Carnauba wax,EFSA ANS,2012,496,Human health,reproduction toxicity,Rat,oral: unspecified,,NOAEL,=,670,mg/kg bw/day,no adverse effect observed at single/highest dose,
Carnauba wax,EFSA ANS,2012,496,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,1500,mg/kg bw/day,no adverse effect observed at single/highest dose,
Carnauba wax,EFSA ANS,2012,496,Human health,subchronic,Rat,oral: feed,91,NOAEL,=,8800,mg/kg bw/day,no adverse effect observed at single/highest dose,
Carrageenan,EFSA ANS,2018,3049,Human health,chronic/long term toxicity,Rat,oral: feed,,NOAEL,=,7500,mg/kg bw/day,histopathology non neoplastic,hepatotoxicity
Carvacrol,EFSA FEEDAP,2020,3556,Animal (target species) health,subchronic,Pig,oral: feed,42,dose level,=,2000,mg/kg,no adverse effect observed at single/highest dose,
Cassia gum (Cassia tora and Cassia obtusifolia),EFSA AFC,2006,317,Human health,short-term toxicity,Rat,Not reported,28,NOEL,=,230,mg/kg bw/day,clinical chemistry,systemic
Chitin-glucan,EFSA NDA,2010,27,Human health,subchronic,Rat,oral: feed,91,NOAEL,ca.,6.6,g/kg bw/day,no adverse effect observed at single/highest dose,
Chito-OligoSaccharides-Oligo-Galacturonic Acid (COS-OGA),EFSA,2014,2750,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Chito-OligoSaccharides-Oligo-Galacturonic Acid (COS-OGA),EFSA,2014,2750,Animal (non-target species) health,subchronic,Chicken,oral: feed,,dose level,=,30,g/kg,no adverse effect observed,
Chito-OligoSaccharides-Oligo-Galacturonic Acid (COS-OGA) fornulation (FYTO11),EFSA,2014,2750,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Chlorantraniliprole,EFSA,2013,2360,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
Chlorantraniliprole,EFSA,2013,2360,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
