Substance,Author,Year,OutputID,Genotoxicity
2-Methylquinoline,EFSA AFC,2006,2233,Ambiguous
2-Methylquinoline,EFSA AFC,2008,2270,Ambiguous
2-Methylquinoxaline,EFSA AFC,2006,2151,Ambiguous
2-Methylquinoxaline,EFSA CEF,2011,2074,Ambiguous
2-Methylquinoxaline,EFSA CEF,2011,2118,Ambiguous
2-Methylquinoxaline,"EFSA CEF, EFSA AFC",2008,2278,Ambiguous
2-Methyltetrahydrofuran-3-thiol,EFSA CEF,2010,2054,Not determined
2-Methyltetrahydrofuran-3-thiol,EFSA CEF,2015,2620,Not determined
2-Methylthiazole,EFSA AFC,2008,2238,Not determined
2-Methylthiazole,EFSA CEF,2009,2009,Not determined
2-Methylthiazole,EFSA CEF,2011,2083,Not determined
2-Methylthiazole,EFSA CEF,2012,2119,Not determined
2-Methylthiazole,EFSA CEF,2013,2378,Not determined
2-Methylthiazole,EFSA CEF,2015,2634,Ambiguous
2-Methylthiazolidine,EFSA AFC,2008,2238,Ambiguous
2-Methylthiazolidine,EFSA CEF,2009,2009,Ambiguous
2-Methylthiazolidine,EFSA CEF,2011,2083,Ambiguous
2-Methylthiazolidine,EFSA CEF,2012,2119,Positive
2-Methylthiophene,EFSA AFC,2008,2238,Not determined
2-Methylthiophene,EFSA CEF,2009,2009,Not determined
2-Methylthiophene,EFSA CEF,2011,2083,Not determined
2-Methylthiophene,EFSA CEF,2012,2119,Not determined
2-Methylundecanal,EFSA FEEDAP,2012,615,No data
2-Methylvaleric acid,EFSA FEEDAP,2012,615,No data
"2-Monochloropropane-1,3-diol",EFSA CONTAM,2016,2806,Not determined
"2-Monochloropropane-1,3-diol fatty acid esters",EFSA CONTAM,2016,2806,Not determined
2-Naphthyl anthranilate,EFSA AFC,2008,2284,Not determined
2-Naphthyl anthranilate,EFSA CEF,2011,2078,Negative
2-Naphthyloxyacetic acid,EFSA,2011,1290,Negative
2-Naphthyloxyacetic acid formulation (36c-4.5%),EFSA,2011,1290,No data
2-Octylfuran,EFSA CEF,2010,2051,Ambiguous
2-Octylfuran,EFSA CEF,2011,2110,Ambiguous
2-Octylfuran,EFSA FAF,2019,3287,Not determined
2-Octylthiophene,EFSA AFC,2008,2238,Not determined
2-Octylthiophene,EFSA CEF,2009,2009,Not determined
2-Octylthiophene,EFSA CEF,2011,2083,Not determined
2-Octylthiophene,EFSA CEF,2012,2119,Not determined
2-Octylthiophene,EFSA CEF,2013,2378,Not determined
2-Octylthiophene,EFSA CEF,2015,2634,Ambiguous
2-Oxopropanal,EFSA AFC,2009,2312,Not determined
2-Oxopropanal,EFSA FEEDAP,2012,616,Not determined
2-Pentanoylfuran,EFSA CEF,2011,2112,Ambiguous
2-Pentanoylfuran,EFSA CEF,2015,2653,Positive
2-Pentanoylthiophene,EFSA AFC,2008,2238,Not determined
2-Pentanoylthiophene,EFSA CEF,2009,2009,Not determined
2-Pentanoylthiophene,EFSA CEF,2011,2083,Not determined
2-Pentanoylthiophene,EFSA CEF,2012,2119,Not determined
"2-Pentyl-4-propyl-1,3-oxathiane",EFSA CEF,2011,2082,Not determined
"2-Pentyl-4-propyl-1,3-oxathiane",EFSA CEF,2012,2117,Not determined
"2-Pentyl-4-propyl-1,3-oxathiane",EFSA CEF,2012,2141,Not determined
"2-Pentyl-5 or 6-keto-1,4-dioxane",EFSA AFC,2008,2295,Not determined
"2-Pentyl-5 or 6-keto-1,4-dioxane",EFSA CEF,2010,2057,Not determined
"2-Pentyl-5 or 6-keto-1,4-dioxane",EFSA CEF,2011,2078,Negative
2-Pentylfuran,EFSA CEF,2010,2052,Ambiguous
2-Pentylfuran,EFSA CEF,2011,2112,Ambiguous
2-Pentylfuran,EFSA CEF,2015,2653,Positive
2-Pentylfuran,EFSA FAF,2019,3287,Not determined
2-Pentylpyridine,EFSA AFC,2009,2307,Negative
2-Pentylpyridine,EFSA CEF,2014,2441,Not determined
2-Pentylpyridine,EFSA CEF,2015,2600,Negative
2-Pentylpyridine,EFSA CEF,2018,3044,Not determined
2-Pentylthiophene,EFSA AFC,2008,2238,Not determined
2-Pentylthiophene,EFSA CEF,2009,2009,Not determined
2-Pentylthiophene,EFSA CEF,2011,2083,Not determined
2-Pentylthiophene,EFSA CEF,2012,2119,Not determined
2-Pentylthiophene,EFSA CEF,2013,2378,Not determined
2-Pentylthiophene,EFSA CEF,2015,2634,Ambiguous
2-Pentylthiophene,EFSA FEEDAP,2019,3186,Negative
2-Phenethyl 3-methylcrotonate,EFSA AFC,2008,2253,Not determined
2-Phenethyl 3-methylcrotonate,EFSA CEF,2009,2010,Not determined
2-Phenethyl decanoate,EFSA AFC,2005,2098,Not determined
2-Phenethyl decanoate,EFSA AFC,2009,2304,Negative
2-Phenethyl hexanoate,EFSA AFC,2008,2253,Not determined
2-Phenethyl hexanoate,EFSA CEF,2009,2010,Not determined
2-Phenoxyethyl butyrate,EFSA AFC,2007,2237,Negative
2-Phenoxyethyl butyrate,EFSA AFC,2008,2280,Not determined
2-Phenoxyethyl butyrate,EFSA CEF,2011,2072,Not determined
2-Phenoxyethyl butyrate,EFSA CEF,2011,2115,Not determined
2-Phenoxyethyl butyrate,EFSA CEF,2013,2181,Not determined
2-Phenoxyethyl isobutyrate,EFSA AFC,2008,2253,Not determined
2-Phenoxyethyl isobutyrate,EFSA CEF,2009,2010,Not determined
"2-Phenyl-3,3-bis(4-hydroxyphenyl)phthalimidine",EFSA CEF,2012,475,Negative
2-Phenyl-3-carbethoxyfuran,EFSA AFC,2009,2265,Not determined
2-Phenyl-3-carbethoxyfuran,EFSA CEF,2011,2111,Not determined
2-Phenyl-4-methyl-2-hexenal,EFSA CEF,2009,2294,Ambiguous
2-Phenyl-4-methyl-2-hexenal,EFSA CEF,2013,2329,Ambiguous
2-Phenylcrotonaldehyde,EFSA CEF,2009,2294,Ambiguous
2-Phenylcrotonaldehyde,EFSA CEF,2013,2329,Ambiguous
2-Phenylethan-1-ol,EFSA AFC,2008,2253,Not determined
2-Phenylethan-1-ol,EFSA CEF,2009,2010,Not determined
2-Phenylethan-1-ol,EFSA FEEDAP,2020,3818,Negative
2-Phenylpent-2-enal,EFSA CEF,2009,2294,Ambiguous
2-Phenylpent-2-enal,EFSA CEF,2013,2329,Ambiguous
2-Phenylpent-4-enal,EFSA AFC,2008,2244,Negative
2-Phenylphenol,EFSA,2009,1173,Negative
2-Phenylpropan-1-ol,EFSA AFC,2008,2244,Negative
2-Phenylpropan-2-ol,EFSA AFC,2006,2232,Negative
2-Phenylpropan-2-ol,EFSA AFC,2009,2314,Negative
2-Phenylpropan-2-ol,EFSA CEF,2011,2071,Negative
2-Phenylpropan-2-ol,EFSA CEF,2015,2656,Negative
2-Phenylpropanal,EFSA AFC,2008,2244,Negative
2-Phenylpropanal,EFSA FEEDAP,2017,2920,Not determined
2-Phenylpropionic acid,EFSA AFC,2009,2304,Negative
2-Phenylpropyl butyrate,EFSA AFC,2008,2244,Not determined
2-Phenylpropyl isobutyrate,EFSA AFC,2008,2244,Negative
"2-Phosphinic acid 2'-hydroxy-3,3'',5,5'-tetra-tert-butylbiphenyl ester",EFSA CEF,2009,419,Negative
2-Propionyl pyrroline 1% vegetable oil triglycerides,EFSA AFC,2008,2263,Not determined
2-Propionyl-2-thiazoline,EFSA CEF,2009,2036,Ambiguous
2-Propionyl-2-thiazoline,EFSA CEF,2013,2379,Negative
2-Propionylpyrrole,EFSA AFC,2009,2307,Negative
2-Propionylpyrrole,EFSA CEF,2014,2441,Not determined
2-Propionylpyrrole,EFSA CEF,2015,2600,Negative
2-Propionylpyrrole,EFSA CEF,2018,3044,Not determined
2-Propionylthiazole,EFSA AFC,2008,2289,Not determined
2-Propionylthiazole,EFSA CEF,2011,2078,Negative
2-Propionylthiazole,EFSA CEF,2013,2381,Not determined
2-Propionylthiophene,EFSA AFC,2008,2238,Not determined
2-Propionylthiophene,EFSA CEF,2009,2009,Not determined
2-Propionylthiophene,EFSA CEF,2011,2083,Not determined
2-Propionylthiophene,EFSA CEF,2012,2119,Not determined
2-Propionylthiophene,EFSA CEF,2013,2378,Not determined
2-Propionylthiophene,EFSA CEF,2015,2634,Ambiguous
2-Propoxy-3-propylquinazolin-4(3H)-one,EFSA,2009,1198,Negative
2-Propylphenol,EFSA AFC,2008,2254,Not determined
2-Propylpyridine,EFSA AFC,2009,2307,Negative
2-Propylpyridine,EFSA CEF,2011,2078,Negative
2-Propylpyridine,EFSA CEF,2014,2441,Not determined
2-Propylpyridine,EFSA CEF,2015,2600,Negative
2-Propylpyridine,EFSA CEF,2018,3044,Not determined
2-Propylthiazole,EFSA AFC,2008,2238,Not determined
2-Propylthiazole,EFSA CEF,2009,2009,Not determined
2-Propylthiazole,EFSA CEF,2011,2083,Not determined
2-Propylthiazole,EFSA CEF,2012,2119,Not determined
2-Propylthiazole,EFSA CEF,2013,2378,Not determined
2-Propylthiazole,EFSA CEF,2015,2634,Ambiguous
2-Propylthiazolidine,EFSA AFC,2008,2238,Ambiguous
2-Propylthiazolidine,EFSA CEF,2009,2009,Ambiguous
2-Propylthiazolidine,EFSA CEF,2011,2083,Ambiguous
2-Propylthiazolidine,EFSA CEF,2012,2119,Positive
2-Pyridine methanethiol,EFSA AFC,2009,2307,Negative
2-Pyridine methanethiol,EFSA CEF,2014,2441,Not determined
2-Pyridine methanethiol,EFSA CEF,2015,2600,Negative
2-Pyridine methanethiol,EFSA CEF,2018,3044,Not determined
2-Thienyl disulfide,EFSA AFC,2008,2238,No data
2-Thienyl disulfide,EFSA AFC,2008,2289,Not determined
2-Thienyl disulfide,EFSA CEF,2009,2009,Not determined
2-Thienyl disulfide,EFSA CEF,2009,2036,No data
2-Thienyl disulfide,EFSA CEF,2011,2078,Negative
2-Thienyl disulfide,EFSA CEF,2011,2083,No data
2-Thienyl disulfide,EFSA CEF,2013,2378,No data
2-Thienyl disulfide,EFSA CEF,2013,2379,No data
2-Thienyl disulfide,EFSA CEF,2013,2381,Not determined
2-Thiophenemethanethiol,EFSA AFC,2008,2238,Not determined
2-Thiophenemethanethiol,EFSA CEF,2009,2009,Not determined
2-Thiophenemethanethiol,EFSA CEF,2011,2083,Not determined
2-Thiophenemethanethiol,EFSA CEF,2012,2119,Not determined
2-Thiophenemethanethiol,EFSA CEF,2013,2378,Not determined
2-Thiophenemethanethiol,EFSA CEF,2015,2634,Ambiguous
2-Undecen-4-one,EFSA FAF,2019,3287,Not determined
2-Undecenal,EFSA CEF,2014,2498,Ambiguous
2-Undecenal,EFSA CEF,2018,3155,Negative
2-Undecenal,EFSA FAF,2020,3382,Negative
2-[(2-Ethyl-6-methylphenyl) amino]-2-oxoethane sulfonic acid,EFSA,2010,1241,Negative
2-[(2-Ethyl-6-methylphenyl) amino]-2-oxoethane sulfonic acid,EFSA,2011,1289,Negative
2-[(2-Hydroxypropanoyl)amino]ethyl dihydrogen phosphate,EFSA CEF,2010,2043,Not determined
2-[(2-Hydroxypropanoyl)amino]ethyl dihydrogen phosphate,EFSA CEF,2012,2134,Negative
2-[(2-Hydroxypropanoyl)amino]ethyl dihydrogen phosphate,EFSA CEF,2014,2481,Negative
2-[(2-ethyl-6-methylphenyl) (isopropoxymethyl)amino]-2-oxoethane sulfonic acid,EFSA,2010,1241,Negative
"2-[(2R,3S,4S,5R)-(2,3,4,5,6-Pentahydroxyhexanoyl)amino]ethyl dihydrogen phosphate",EFSA CEF,2010,2043,Not determined
"2-[(2R,3S,4S,5R)-(2,3,4,5,6-Pentahydroxyhexanoyl)amino]ethyl dihydrogen phosphate",EFSA CEF,2012,2134,Negative
"2-[(2R,3S,4S,5R)-(2,3,4,5,6-Pentahydroxyhexanoyl)amino]ethyl dihydrogen phosphate",EFSA CEF,2014,2481,Negative
"2-[(4RS)-4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl]pyridine-3,5-dicarboxylic acid",EFSA,2016,2790,Negative
"2-[(Carbamimidoylcarbamoyl)sulfamoyl]-N,Ndimethylpyridine-3-carboxamide",EFSA,2008,1113,Negative
"2-[(Carbamoylcarbamoyl)sulfamoyl]-N,Ndimethylpyridine-3-carboxamide",EFSA,2008,1113,Negative
2-[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino]-2-oxoethanesulfonic acid,EFSA,2011,1289,Negative
2-butylbut-(2E)-enal,EFSA CEF,2009,2026,Ambiguous
2-butylbut-(2E)-enal,EFSA CEF,2012,2136,Ambiguous
2-butylbut-(2E)-enal,EFSA CEF,2018,3156,Negative
2-butylbut-(2E)-enal,EFSA FAF,2020,3500,Negative
"2-hydroxy-4,6-dimethylpyrimidine",EFSA FEEDAP,2019,3256,No data
"2-methyl-3,5-dinitro-4-(pentan-3-ylamino)benzoic acid (M455H001)",EFSA,2016,2791,Negative
2-methylbut-(2E)-enal,EFSA CEF,2009,2026,Ambiguous
2-methylbut-(2E)-enal,EFSA CEF,2012,2136,Ambiguous
2-methylbut-(2E)-enal,EFSA CEF,2018,3156,Negative
2-methylbut-(2E)-enal,EFSA FAF,2020,3500,Negative
2-methylpropyl methanesulfonate,EFSA,2016,2756,Not determined
2-{(Carboxyacetyl)[(1RS)-1-carboxyethyl]amino}-3-methylbenzoic acid,EFSA,2013,2202,Negative
2-{(Carboxyacetyl)[(2RS)-1-methoxy-1-oxo-2-propanyl]amino}-3-methylbenzoic acid,EFSA,2013,2202,Negative
"2-{2-Chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}-4,6-dihydroxycyclohexane-1,3-dione",EFSA,2013,3607,Negative
2-{2-hydroxy-5- [(methylsulfonyl)methyl]phenyl}-2-methylpropanoic acid,EFSA,2016,2756,No data
"2-{[(4-Hydroxy-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-N,Ndimethylpyridine-3-carboxamide",EFSA,2008,1113,Negative
22-Desmethyl-23-hydroxyazaspiracid,EFSA CONTAM,2008,125,No data
22-Desmethyl-3-hydroxyazaspiracid,EFSA CONTAM,2008,125,No data
22-Desmethyl-azaspiracid,EFSA CONTAM,2008,125,No data
24-epibrassinolide,EFSA PPR,2020,3699,Negative
25-Hydroxycholecalciferol,EFSA FEEDAP,2005,262,Negative
25-Hydroxycholecalciferol,EFSA FEEDAP,2009,167,Negative
"2H-perfluoro-[(5,8,11,14-tetramethyl)-tetraethyleneglycol ethyl propyl ether]",EFSA CEF,2012,2160,Negative
"2R,5S-isopulegone",EFSA CEF,2009,2024,Not determined
"2R,5S-isopulegone",EFSA CEF,2017,2931,Negative
2S-cis-Tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-2H-pyran,EFSA CEF,2013,2181,Not determined
3'-Sialyllactose sodium salt,EFSA NDA,2020,3611,Negative
"3,(5- or 6-)-Dimethyl-2-ethylpyrazine",EFSA AFC,2008,2242,Negative
"3,(5- or 6-)-Dimethyl-2-ethylpyrazine",EFSA CEF,2011,2075,Negative
"3,(5- or 6-)-Dimethyl-2-ethylpyrazine",EFSA FEEDAP,2017,2919,Not determined
"3,3',4,4',5,5'-Hexabromobiphenyl",EFSA CONTAM,2010,79,Negative
"3,3',4,4'-Tetrabromobiphenyl",EFSA CONTAM,2010,79,Negative
"3,3',5,5'-Tetra-tert-butylbiphenyl-2,2'-diol",EFSA CEF,2009,419,Negative
"3,3',5,5'-Tetrakis(tert-butyl)-2,2'-dihydroxybiphenyl, cyclic ester with [3-(3-tert-butyl-4-hydroxy-5- methylphenyl)propyl]oxyphosphonous acid",EFSA AFC,2008,326,Negative
"3,3',5,5'-Tetrakis(tert-butyl)-2,2'-dihydroxybiphenyl, cyclic ester with [3-(3-tert-butyl-4-hydroxy-5- methylphenyl)propyl]oxyphosphonous acid",EFSA CEF,2009,419,Negative
"3,3,5-Trimethylcyclohexan-1-ol",EFSA AFC,2008,2283,Not determined
"3,3,5-Trimethylcyclohexan-1-ol",EFSA CEF,2012,2128,Not determined
"3,3,5-Trimethylcyclohexan-1-ol",EFSA CEF,2016,2733,Negative
"3,3,5-Trimethylcyclohexan-1-one",EFSA AFC,2005,2061,Not determined
"3,3,5-Trimethylcyclohexan-1-one",EFSA AFC,2009,2301,Not determined
"3,3,5-Trimethylcyclohexan-1-one",EFSA CEF,2010,2059,Not determined
"3,3,5-Trimethylcyclohexan-1-one",EFSA CEF,2011,2113,Not determined
"3,3,5-Trimethylcyclohexan-1-one",EFSA CEF,2012,2140,Not determined
"3,3,5-Trimethylcyclohexan-1-one",EFSA CEF,2014,2563,Negative
"3,3,5-Trimethylcyclohexan-1-one",EFSA CEF,2015,2693,Negative
"3,3,6-Trimethylhepta-1,5-dien-4-one",EFSA CEF,2011,2076,Negative
"3,3,6-Trimethylhepta-1,5-dien-4-one",EFSA CEF,2012,2143,Negative
"3,3,6-Trimethylhepta-1,5-dien-4-one",EFSA CEF,2017,2914,Negative
"3,3-Diethoxybutan-2-one",EFSA AFC,2005,2062,Negative
"3,3-Diethoxybutan-2-one",EFSA AFC,2008,2239,Not determined
"3,3-Diethoxybutan-2-one",EFSA CEF,2011,2032,Not determined
"3,3-Diethoxybutan-2-one",EFSA CEF,2014,2778,Not determined
"3,3-Dimethylbutan-2-ol",EFSA AFC,2005,2060,Negative
"3,3-Dimethylbutan-2-ol",EFSA AFC,2008,2255,Negative
"3,3-Dimethylbutan-2-ol",EFSA CEF,2009,2006,Negative
"3,3-Dimethylbutan-2-ol",EFSA CEF,2010,2069,Negative
"3,3-Dimethylbutan-2-ol",EFSA CEF,2012,2143,Negative
"3,3-Dimethylbutan-2-ol",EFSA CEF,2017,2914,Negative
"3,4-Diacetoxy-1-butene",EFSA CEF,2009,422,Negative
"3,4-Diacetoxy-1-butene",EFSA CEF,2011,452,Negative
"3,4-Dichloroaniline",EFSA,2011,1284,No data
"3,4-Dihydrocoumarin",EFSA AFC,2008,2300,Negative
"3,4-Dihydrocoumarin",EFSA CEF,2009,2031,Negative
"3,4-Dihydrocoumarin",EFSA FEEDAP,2012,152,No data
"3,4-Dihydroxybenzaldehyde",EFSA AFC,2006,2154,Negative
"3,4-Dihydroxybenzaldehyde",EFSA AFC,2009,2313,Negative
"3,4-Dihydroxybenzaldehyde",EFSA CEF,2010,2053,Negative
"3,4-Dihydroxybenzaldehyde",EFSA CEF,2011,2101,Negative
"3,4-Dihydroxybenzaldehyde",EFSA CEF,2012,2167,Negative
"3,4-Dihydroxybenzoic acid",EFSA CEF,2010,2053,Negative
"3,4-Dihydroxybenzoic acid",EFSA CEF,2011,2101,Negative
"3,4-Dihydroxybenzoic acid",EFSA CEF,2012,2167,Negative
"3,4-Dimethyl-5-pentylidenefuran-2(5H)-one",EFSA CEF,2009,2022,Ambiguous
"3,4-Dimethyl-5-pentylidenefuran-2(5H)-one",EFSA CEF,2013,2328,Ambiguous
"3,4-Dimethyl-5-pentylidenefuran-2(5H)-one",EFSA FAF,2019,3219,Not determined
"3,4-Dimethylcyclopentan-1,2-dione",EFSA CEF,2009,2292,Negative
"3,4-Dimethylcyclopentan-1,2-dione",EFSA CEF,2014,2485,Negative
"3,4-Dimethylcyclopentan-1,2-dione",EFSA CEF,2015,2694,Negative
"3,4-Dimethylcyclopentan-1,2-dione",EFSA FEEDAP,2016,2887,Not determined
"3,4-Dimethylphenol",EFSA AFC,2008,2254,Not determined
"3,4-Dimethylpyridine",EFSA AFC,2006,2233,Not determined
"3,4-Dimethylpyridine",EFSA AFC,2008,2270,Not determined
"3,4-Dimethylpyridine",EFSA CEF,2013,2380,Not determined
"3,4-Methylenedioxyphenol",EFSA AFC,2007,2236,Ambiguous
"3,4-Methylenedioxyphenol",EFSA CEF,2011,2084,Ambiguous
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2009,2291,Ambiguous
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2011,2077,Negative
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2012,2128,Negative
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2014,2440,Negative
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2015,2654,Negative
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA CEF,2016,2733,Negative
"3,5,5-Trimethylcyclohex-2-en-1-one",EFSA FEEDAP,2016,2822,Not determined
"3,5,5-Trimethylhexyl acetate",EFSA AFC,2008,2252,Not determined
"3,5,6-Trichloro-2-pyridinol",EFSA,2006,1067,Negative
"3,5,6-Trichloro-2-pyridinol",EFSA,2014,2492,Negative
"3,5,6-Trichloro-2-pyridinol",EFSA,2015,2660,No data
"3,5,6-Trichloro-2-pyridinol",EFSA,2019,3294,Negative
"3,5,6-Trichloro-2-pyridinol",EFSA,2019,3373,Negative
"3,5,6-Trichloro-2-pyridinol",EFSA PPR,2019,3293,Negative
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA AFC,2009,2318,Not determined
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA CEF,2010,2007,Not determined
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA CEF,2010,2056,Not determined
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA CEF,2011,2082,Not determined
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA CEF,2012,2117,Not determined
"3,5-Di-isobutyl-1,2,4-trithiolane",EFSA CEF,2012,2141,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA AFC,2009,2318,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA CEF,2010,2007,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA CEF,2010,2056,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA CEF,2011,2082,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA CEF,2012,2117,Not determined
"3,5-Di-isopropyl-1,2,4-trithiolane",EFSA CEF,2012,2141,Not determined
"3,5-Dichloro-4-hydroxybenzoic acid",EFSA,2018,3024,Negative
"3,5-Dichloro-N-(2-methyl-3-oxobutan-2-yl)benzamide",EFSA,2016,2844,No data
"3,5-Diethyl-1,2,4-trithiolane",EFSA CEF,2010,2042,No data
"3,5-Diethyl-1,2,4-trithiolane",EFSA CEF,2011,2121,Not determined
"3,5-Diethyl-1,2,4-trithiolane",EFSA CEF,2014,2496,Negative
"3,5-Diethyl-2-methylpyrazine",EFSA AFC,2008,2242,Negative
"3,5-Diethyl-2-methylpyrazine",EFSA CEF,2011,2075,Negative
"3,5-Dimethyl-1,2,4-trithiolane",EFSA CEF,2010,2042,No data
"3,5-Dimethyl-1,2,4-trithiolane",EFSA CEF,2011,2121,No data
"3,5-Dimethyl-1,2,4-trithiolane",EFSA FEEDAP,2013,2224,No data
"3,5-Dimethyl-1,2-dithiolane-4-one",EFSA CEF,2010,2007,Not determined
"3,5-Dimethyl-1,2-dithiolane-4-one",EFSA CEF,2010,2056,Not determined
"3,5-Dimethyl-1,2-dithiolane-4-one",EFSA CEF,2011,2082,Not determined
"3,5-Dimethyl-1,2-dithiolane-4-one",EFSA CEF,2012,2117,Not determined
"3,5-Dimethyl-1,2-dithiolane-4-one",EFSA CEF,2012,2141,Not determined
"3,5-Dimethylcyclopentan-1,2-dione",EFSA CEF,2009,2292,Negative
"3,5-Dimethylcyclopentan-1,2-dione",EFSA CEF,2014,2485,Negative
"3,5-Dimethylcyclopentan-1,2-dione",EFSA CEF,2015,2694,Negative
"3,5-Dimethylcyclopentan-1,2-dione",EFSA FEEDAP,2016,2887,Not determined
"3,5-Dimethylphenol",EFSA AFC,2007,2236,Not determined
"3,5-Dimethylphenol",EFSA CEF,2011,2084,Not determined
"3,5-Dimethylpyridine",EFSA AFC,2006,2233,Negative
"3,5-Dimethylpyridine",EFSA AFC,2008,2270,Negative
"3,5-Dimethylpyridine",EFSA CEF,2013,2380,Negative
"3,5-Octadiene-2-one",EFSA CEF,2011,2076,Negative
"3,5-dichloroaniline",EFSA,2016,2894,Negative
"3,6-Diethyl-1,2,4,5-tetrathiane and 3,5-diethyl-1,2,4-trithiolane mix in vegetable oil triglycerides",EFSA CEF,2010,2042,Not determined
"3,6-Diethyl-1,2,4,5-tetrathiane and 3,5-diethyl-1,2,4-trithiolane mix in vegetable oil triglycerides",EFSA CEF,2011,2121,Not determined
"3,6-Diethyl-1,2,4,5-tetrathiane and 3,5-diethyl-1,2,4-trithiolane mix in vegetable oil triglycerides",EFSA CEF,2014,2496,Negative
"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",EFSA AFC,2008,2245,Negative
"3,6-Dihydro-4-methyl-2-(2-methylprop-1-en-1-yl)-2H-pyran",EFSA CEF,2011,2097,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA AFC,2009,2318,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA CEF,2010,2007,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA CEF,2010,2056,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA CEF,2011,2082,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA CEF,2012,2117,Not determined
"3,6-Dimethyl-1,2,4,5-tetrathiane",EFSA CEF,2012,2141,Not determined
"3,6-Dimethyl-2,3,3a,4,5,7a-hexahydro-benzofuran",EFSA AFC,2008,2297,Not determined
"3,6-Dimethyloctan-3-ol",EFSA AFC,2006,2232,Negative
"3,6-Dimethyloctan-3-ol",EFSA AFC,2009,2314,Negative
"3,6-Dimethyloctan-3-ol",EFSA CEF,2011,2071,Negative
"3,6-Dimethyloctan-3-ol",EFSA CEF,2015,2656,Negative
"3,6-dichloropyridine-2-carboxylic acid",EFSA,2006,1061,Negative
"3,6-dichloropyridine-2-carboxylic acid",EFSA,2018,3116,Negative
"3,6-dichloropyridine-2-carboxylic acid",EFSA,2021,3916,No data
"3,7,10-Humulatriene",EFSA AFC,2008,2299,Not determined
"3,7,10-Humulatriene",EFSA CEF,2010,2039,Not determined
"3,7,10-Humulatriene",EFSA CEF,2011,2102,Not determined
"3,7,11-Trimethyldodeca-2,6,10-trien-1-ol",EFSA CEF,2009,2027,Negative
"3,7,11-Trimethyldodeca-2,6,10-trien-1-ol",EFSA CEF,2010,2050,Negative
"3,7,11-Trimethyldodeca-2,6,10-trien-1-ol",EFSA CEF,2013,2375,Negative
"3,7,11-Trimethyldodeca-2,6,10-trien-1-ol",EFSA FEEDAP,2016,2841,Not determined
"3,7,11-Trimethyldodeca-2,6,10-trienyl acetate",EFSA CEF,2009,2027,Negative
"3,7,11-Trimethyldodeca-2,6,10-trienyl acetate",EFSA CEF,2010,2037,Not determined
"3,7-Dimethyl-2,6-octadienoic acid",EFSA CEF,2010,2037,Not determined
"3,7-Dimethyloctan-1-ol",EFSA FEEDAP,2012,615,No data
"3,7-Dimethyloctyl acetate",EFSA AFC,2008,2252,Not determined
"3,9-Bis[2-(3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propionyloxy)-1,1- dimethylethyl]-2,4,8,10-tetraoxaspiro[5,5]undecane",EFSA CEF,2012,469,Negative
3-((2-Methyl-3-furyl)thio)-2-butanone,EFSA CEF,2010,2052,Not determined
3-((2-Methyl-3-furyl)thio)-2-butanone,EFSA CEF,2011,2112,Not determined
3-((2-Methyl-3-furyl)thio)-2-butanone,EFSA CEF,2015,2653,Negative
3-((2-Methyl-3-furyl)thio)heptan-4-one,EFSA CEF,2010,2051,Not determined
3-((2-Methyl-3-furyl)thio)heptan-4-one,EFSA CEF,2010,2052,No data
3-((2-Methyl-3-furyl)thio)heptan-4-one,EFSA CEF,2010,2054,Not determined
3-((2-Methyl-3-furyl)thio)heptan-4-one,EFSA CEF,2011,2112,No data
3-((2-Methyl-3-furyl)thio)heptan-4-one,EFSA CEF,2015,2620,Not determined
